response_id,item,domain,scorer_type,model_size,model_name,rubric_type,"model_size == ""New""",model_rubric,llm_1,llm_2,llm_3,llm_avg,human_1,human_2,human_3,human_avg
117,2,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
677,9,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
486,7,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
19,1,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
313,14,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,0,1,1,1
198,3,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
413,6,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
535,17,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,1,0
270,4,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
246,4,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
307,14,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
522,17,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,1,0
327,5,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
145,12,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
62,11,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
487,7,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
189,3,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
155,12,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
167,3,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
767,20,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
459,16,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
97,2,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
761,20,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
654,9,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
266,4,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,0,0,0,0
172,3,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
686,19,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
695,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
154,12,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
111,2,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,1,0,1,1
658,9,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
526,17,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
61,11,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
721,10,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
464,16,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
596,8,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
247,4,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
109,2,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
527,17,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
640,18,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
697,19,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
186,3,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
263,4,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
289,14,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
580,8,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
199,3,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
232,13,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,0,1,1,1
213,13,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,0,0,0,0,1,0,0
579,8,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
627,18,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
4,1,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
462,16,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
68,11,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
159,12,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
310,14,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
453,16,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
712,19,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
65,11,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
396,15,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
391,15,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,0,1,1
383,15,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
230,13,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
241,4,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
142,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
129,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
797,20,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
300,14,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
31,1,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,0,0,1,0
81,2,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
541,17,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
135,12,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
59,11,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
666,9,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
197,3,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
184,3,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
384,15,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,1,0,1,1
206,13,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,0,1,1
298,14,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
772,20,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,1,0,0
253,4,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
175,3,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
470,16,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
91,2,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
542,17,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
241,4,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
566,8,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
550,17,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
151,12,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
375,15,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
137,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
139,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
675,9,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,0,0,0,0
110,2,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
277,4,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
75,11,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
139,12,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
19,1,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
619,18,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
404,6,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
56,11,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
110,2,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,0,0,0,0
66,11,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
721,10,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
764,20,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
675,9,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,0,1,1,0,0,0,0
158,12,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
666,9,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
209,13,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
123,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
308,14,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
364,15,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
88,2,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
160,12,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
130,12,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
6,1,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
653,9,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,0,0,0,0,0,0,0
153,12,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
130,12,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
537,17,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,1,0,0,0,0,0,0
381,15,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
469,16,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
526,17,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
745,10,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
555,17,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,0,1,0,0
216,13,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,1,0,0,0
684,19,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
514,7,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
740,10,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
448,16,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
193,3,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,1,1,1,1,1,1,1
711,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
692,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
107,2,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
301,14,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
673,9,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
744,10,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
707,19,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
432,6,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
586,8,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
681,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
372,15,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
118,2,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
199,3,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,1,1,1,1,1,1,1
380,15,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
161,3,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
608,18,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
292,14,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
419,6,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
793,20,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,0,1,1,1
11,1,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
244,4,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
159,12,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
768,20,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
160,12,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
245,4,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,0,0,0,0
327,5,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
460,16,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
424,6,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
545,17,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
353,5,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
224,13,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
646,9,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
482,7,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
581,8,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
746,10,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,1,0,1,1,1,1
782,20,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
741,10,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
400,15,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
29,1,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
765,20,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
365,15,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
503,7,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,0,1,1,0,0,0,0
327,5,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
136,12,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
324,5,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,1,0
613,18,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
37,1,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
799,20,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
178,3,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
695,19,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
400,15,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
747,10,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,0,1,1,1,1,1,1
699,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
558,17,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,1,1,1,0,1,1,1
20,1,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
541,17,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
778,20,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
90,2,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
438,6,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,0,0,1,0
210,13,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
46,11,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
233,13,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
722,10,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,1,0,0,0
763,20,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
174,3,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
349,5,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
110,2,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
511,7,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
614,18,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
700,19,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
800,20,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
543,17,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
129,12,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
232,13,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,0,1,1,1
94,2,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
